,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI,Q1,Q2,Q3,Q4,Top10,Cluster
217,Country: Saudi Arabia,Year: 2002,3,1098.0,3394.0,2768,8655.31153127218,0.748,582,940,431,223,271,cluster_2
218,Country: Norway,Year: 2002,3,1006.3,1497.6,992,43061.150381241605,0.918,3576,2180,1674,622,1788,cluster_2
219,Country: Taiwan,Year: 2002,3,1019.5,1830.4,425,,,7434,4893,3605,1878,3699,cluster_2
220,Country: Australia,Year: 2002,3,1410.3000000000004,2040.0,720,20074.2293129481,0.903,16431,10317,5744,2882,8115,cluster_2
221,Country: Hong Kong,Year: 2002,2,796.5,1236.0,724,24665.8899982779,0.8420000000000001,4365,2561,1595,799,2249,cluster_2
222,Country: Singapore,Year: 2002,2,855.0,1516.8,400,22016.832791636803,0.83,3093,1993,1263,917,1549,cluster_2
223,Country: Spain,Year: 2002,2,410.4,595.2,240,17019.535413660502,0.83,16186,10694,8099,3990,8377,cluster_2
224,Country: South Africa,Year: 2002,2,394.0,540.8,272,2461.35508651066,0.617,2177,2196,1462,608,1051,cluster_2
225,Country: Portugal,Year: 2002,1,393.0,570.0,380,12882.288973030802,0.792,2520,1659,1239,734,1243,cluster_2
226,Country: Russian Federation,Year: 2002,1,734.6,1024.0,768,2375.05904394498,0.732,6830,5624,11055,15219,3338,cluster_2
227,Country: Switzerland,Year: 2002,1,736.6,1331.2,256,41376.3939853959,0.8909999999999999,10059,4846,2991,2028,5942,cluster_2
228,Country: New Zealand,Year: 2002,1,234.8,457.5,132,16874.1874918196,0.8809999999999999,2972,2253,1185,494,1480,cluster_2
229,Country: Austria,Year: 2002,1,204.5,472.0,160,26401.7454564357,0.838,4915,3218,2169,1291,2557,cluster_2
230,Country: Italy,Year: 2003,17,10088.600000000004,16915.84,3944,27387.2263150177,0.847,26096,15961,9708,5852,13034,cluster_2
231,Country: France,Year: 2003,16,14867.483000000002,26160.8,8304,29568.385949667998,0.857,32533,18673,14114,9845,17397,cluster_2
232,Country: South Korea,Year: 2003,14,10686.400000000003,19171.0,4304,14209.3885192557,0.8390000000000001,11705,8181,7297,3731,5424,cluster_2
233,Country: China,Year: 2003,10,10791.321000000002,18481.76,3950,1288.64325183381,0.623,21213,19376,25321,16548,8855,cluster_2
234,Country: Saudi Arabia,Year: 2003,9,6246.549999999998,14432.639999999998,2866,9567.45828531486,0.7559999999999999,722,956,415,298,297,cluster_2
235,Country: Canada,Year: 2003,8,8460.034,18549.76,3482,28172.148830908398,0.882,27475,15791,9622,5485,14941,cluster_2
236,Country: Netherlands,Year: 2003,7,4372.299999999998,6099.0,2272,35245.1640746805,0.883,16936,7858,4639,2701,9584,cluster_2
237,Country: Australia,Year: 2003,6,4928.719,7695.48,1724,23437.3121454327,0.904,17475,10919,6669,3226,8722,cluster_2
238,Country: Spain,Year: 2003,6,2988.677,4416.0,1064,21495.7074076474,0.833,17374,11319,9493,4791,8805,cluster_2
239,Country: Sweden,Year: 2003,5,2938.1609999999996,4861.16,1869,36961.4253671424,0.908,11939,6479,3227,2118,6263,cluster_2
240,Country: Taiwan,Year: 2003,5,3301.1,5347.2,1132,,,8347,5630,3936,1898,4076,cluster_2
241,Country: New Zealand,Year: 2003,4,4429.2,14022.4,2576,21913.708171996102,0.884,3358,2484,1299,618,1756,cluster_2
242,Country: Singapore,Year: 2003,4,2378.333,4038.4,800,23573.628038850602,0.838,3676,2345,1462,840,1868,cluster_2
243,Country: Mexico,Year: 2003,4,4406.049999999998,12756.8,2374,6903.94918769848,0.7170000000000001,3497,2669,2343,1643,1602,cluster_2
244,Country: Norway,Year: 2003,3,1488.0,2048.0,768,50111.654449452195,0.924,4010,2238,1766,675,2031,cluster_2
245,Country: Brazil,Year: 2003,3,1545.0,2508.8,640,3059.58650690802,0.695,7576,6800,5620,2735,3448,cluster_2
246,Country: Hong Kong,Year: 2003,3,1497.9,2741.6,872,23977.0194516698,0.851,4954,2924,1912,888,2599,cluster_2
247,Country: Malaysia,Year: 2003,3,2137.417,5280.0,1100,4463.67589342594,0.731,632,714,651,389,271,cluster_2
248,Country: Switzerland,Year: 2003,3,2387.7,4448.0,944,48087.5831393144,0.8959999999999999,11493,5402,3353,2341,6636,cluster_2
249,Country: Finland,Year: 2003,3,1986.4,3597.0,896,32816.160880213996,0.87,5898,3213,1760,1006,3157,cluster_2
250,Country: India,Year: 2003,2,1700.16,3888.0,854,541.13522787231,0.517,10419,10544,9551,6313,4372,cluster_2
251,Country: Russian Federation,Year: 2003,2,1173.2,1792.0,1024,2975.1327783492493,0.74,7067,5833,9700,13713,3391,cluster_2
252,Country: Denmark,Year: 2003,2,903.4,1184.0,256,40458.7706402839,0.894,6305,3143,2076,735,3416,cluster_2
253,Country: South Africa,Year: 2003,2,871.3,1456.0,416,3678.10281680867,0.615,2348,2324,1593,731,1167,cluster_2
254,Country: Belgium,Year: 2003,2,853.6,1440.0,448,30743.9025377208,0.882,8469,4545,2961,1963,4525,cluster_2
255,Country: Oman,Year: 2003,1,822.8530000000002,1843.2,384,9069.810206054659,0.736,138,147,108,61,66,cluster_2
256,Country: Belarus,Year: 2003,1,423.6,716.8,128,1819.7660592617701,0.705,303,310,385,571,136,cluster_2
257,Country: Portugal,Year: 2003,1,408.2,672.0,192,15772.7333950542,0.7959999999999999,2868,1942,1524,801,1353,cluster_2
258,Country: Luxembourg,Year: 2003,1,408.2,672.0,192,65445.88503074071,0.8640000000000001,73,51,30,27,37,cluster_2
259,Country: Czech Republic,Year: 2003,1,408.2,672.0,192,9773.117502512807,0.8220000000000001,2756,2535,2441,1780,1160,cluster_2
260,Country: Austria,Year: 2003,1,504.3,971.0,192,32222.897241165498,0.8420000000000001,5588,3498,2333,1506,2866,cluster_2
261,Country: Israel,Year: 2003,1,1143.46,3360.0,600,18964.223643652098,0.865,7434,4636,2649,1018,4094,cluster_2
262,Country: Indonesia,Year: 2003,1,638.8,1433.6,256,1064.50944713681,0.624,326,282,169,96,147,cluster_2
263,Country: Poland,Year: 2003,1,641.6,1331.2,256,5693.377763225971,0.804,5961,5664,6353,3604,2482,cluster_2
264,Country: Ireland,Year: 2003,1,408.2,672.0,192,41107.0310569661,0.88,2370,1387,995,456,1185,cluster_2
265,Country: China,Year: 2004,17,31937.180000000004,54347.04,10644,1508.6680978826596,0.635,27411,28097,39378,26792,11959,cluster_2
266,Country: Italy,Year: 2004,15,19196.8,34161.12,7972,31174.561087857997,0.852,27733,17239,11120,6539,13981,cluster_2
267,Country: France,Year: 2004,15,21315.52,35415.0,8632,33741.2651469175,0.86,33824,19473,15290,11772,18356,cluster_2
268,Country: South Korea,Year: 2004,11,16356.15,27132.8,5636,15907.6658340352,0.847,12928,9452,9578,5523,6156,cluster_2
269,Country: India,Year: 2004,8,8154.73,13601.28,2414,621.318376718509,0.526,11734,11488,10211,6823,4904,cluster_2
270,Country: Canada,Year: 2004,7,15830.0,31189.76,5760,31979.8719510723,0.887,29571,17110,11034,6579,16098,cluster_2
271,Country: Brazil,Year: 2004,6,14209.195,26734.28,4448,3623.049912092991,0.698,8705,8212,6705,3273,3936,cluster_2
272,Country: Mexico,Year: 2004,5,8498.0,15508.8,2726,7310.96163086246,0.7240000000000001,3816,2776,2601,1825,1788,cluster_2
273,Country: Australia,Year: 2004,5,6389.726999999999,9621.12,1520,30401.5547862944,0.907,19292,12467,7262,3814,9872,cluster_2
274,Country: Netherlands,Year: 2004,5,6368.72,8934.2,1712,39954.6422157907,0.8859999999999999,18046,8154,5041,3371,10473,cluster_2
275,Country: Sweden,Year: 2004,4,4642.2,6137.6,1232,42442.2204473133,0.8959999999999999,12418,6654,3492,2354,6614,cluster_2
276,Country: Israel,Year: 2004,3,7250.39,12662.4,2120,19892.059509394097,0.868,7741,4723,2674,1118,4282,cluster_2
277,Country: Portugal,Year: 2004,3,3240.0,4032.0,672,18045.588099483302,0.797,3327,2055,1850,1020,1717,cluster_2
278,Country: Switzerland,Year: 2004,3,4076.1,11632.0,2092,53340.147655778,0.901,12725,5827,3789,2691,7254,cluster_2
279,Country: Saudi Arabia,Year: 2004,3,6438.51,15088.0,2498,11138.807464899699,0.765,648,1012,473,331,248,cluster_2
280,Country: Spain,Year: 2004,3,22691.0,34579.0,4300,24918.645841999398,0.8370000000000001,19104,11910,10725,5597,10064,cluster_2
281,Country: South Africa,Year: 2004,3,3389.1,5376.0,896,4745.07168450977,0.613,2653,2482,1768,792,1317,cluster_2
282,Country: New Zealand,Year: 2004,2,4052.0,12633.6,2256,25420.070413486494,0.8859999999999999,3584,2864,1547,727,1820,cluster_2
283,Country: Russian Federation,Year: 2004,2,2251.6,3568.0,752,4102.3722935487895,0.746,7091,5924,10521,14649,3429,cluster_2
284,Country: Taiwan,Year: 2004,2,3055.0,4224.0,724,,,9583,6391,4438,2516,4798,cluster_2
285,Country: Belarus,Year: 2004,1,2032.0,2534.4,576,2378.62328600741,0.715,337,265,415,675,155,cluster_2
286,Country: Venezuela,Year: 2004,1,1198.1,1536.0,256,4271.3724036473495,0.7,521,480,346,368,269,cluster_2
287,Country: Finland,Year: 2004,1,1170.0,2253.0,512,37636.1117341753,0.8909999999999999,5993,3410,1910,1133,3128,cluster_2
288,Country: Malaysia,Year: 2004,1,1119.44,2457.6,512,4955.47774271198,0.7340000000000001,743,833,719,494,335,cluster_2
289,Country: Singapore,Year: 2004,1,1015.5,1638.4,256,27405.2713554901,0.845,4223,2606,1700,1189,2200,cluster_2
290,Country: Indonesia,Year: 2004,1,854.7669999999998,1433.6,256,1148.5690961840899,0.629,420,293,164,97,206,cluster_2
291,Country: Hong Kong,Year: 2004,1,854.7669999999998,1433.6,256,24928.100372255096,0.862,5303,3166,2111,1259,2782,cluster_2
292,Country: Australia,Year: 2005,11,34460.26,54918.8,8394,33961.6818019217,0.908,20592,13179,7765,4404,10536,cluster_2
293,Country: Israel,Year: 2005,9,23514.01,43270.4,6452,20557.124078202,0.872,7768,4607,2738,1300,4405,cluster_2
294,Country: France,Year: 2005,8,23512.480000000003,36572.0,7930,34760.1877663866,0.8690000000000001,36215,19729,15679,12633,19682,cluster_2
295,Country: South Korea,Year: 2005,7,31599.1,44043.72,5152,18639.5222053842,0.855,14442,10028,11037,6914,6876,cluster_2
296,Country: Italy,Year: 2005,6,14536.83,23252.48,4740,31959.2629518749,0.857,29219,16975,11257,7763,15197,cluster_2
297,Country: Canada,Year: 2005,6,22048.0,41424.0,6708,36189.5883840265,0.892,32935,18654,11784,6882,17881,cluster_2
298,Country: Saudi Arabia,Year: 2005,4,11965.7,24518.4,3936,13739.8294463775,0.77,672,911,480,353,308,cluster_2
299,Country: Brazil,Year: 2005,4,12408.56,23668.68,3844,4770.18384511293,0.7,9363,8588,7387,3601,4253,cluster_2
300,Country: India,Year: 2005,4,11378.88,21691.2,3354,707.008019015027,0.535,13077,12941,11666,7914,5439,cluster_2
301,Country: New Zealand,Year: 2005,4,9882.65,23520.0,3768,27750.7248353584,0.888,4017,3070,1577,792,2036,cluster_2
302,Country: Switzerland,Year: 2005,4,34368.0,48526.4,14888,54952.6737181498,0.905,13348,6032,4230,3046,7905,cluster_2
303,Country: Netherlands,Year: 2005,4,33320.37,43176.6,13760,41577.160088375495,0.8909999999999999,19544,8937,5435,3450,11313,cluster_2
304,Country: Taiwan,Year: 2005,3,7561.6,12204.8,2152,,,11109,6895,5153,2935,5461,cluster_2
305,Country: Mexico,Year: 2005,3,6078.0,11860.8,2118,8089.40903640424,0.728,4057,3098,2678,2208,1845,cluster_2
306,Country: Spain,Year: 2005,2,29770.6,44385.92,4924,26510.717453342597,0.8440000000000001,21121,12905,11532,6818,11248,cluster_2
307,Country: Ireland,Year: 2005,2,5515.0,8052.0,1680,50878.6395176066,0.8959999999999999,3118,1848,1513,1004,1566,cluster_2
308,Country: Belgium,Year: 2005,2,4650.8,8320.0,1300,36967.259183968796,0.889,9857,5233,3674,2597,5374,cluster_2
309,Country: Norway,Year: 2005,2,4024.8,7200.0,1000,66775.3943971756,0.932,4984,2767,2046,918,2568,cluster_2
310,Country: Sweden,Year: 2005,1,4999.0,6025.0,886,43085.353145957,0.899,13058,6933,3684,2557,7095,cluster_2
311,Country: Russian Federation,Year: 2005,1,5355.0,8131.2,924,5323.47387655593,0.752,7193,5889,10473,15413,3520,cluster_2
312,Country: Denmark,Year: 2005,1,2791.0,5324.8,1024,48799.8203703247,0.903,6963,3514,2532,981,3886,cluster_2
313,Country: Belarus,Year: 2005,1,2032.0,2534.4,576,3125.8105350285305,0.725,328,301,386,644,146,cluster_2
314,Country: Bulgaria,Year: 2005,1,1860.4,3328.0,640,3869.5294551051093,0.75,911,847,843,791,419,cluster_2
315,Country: Indonesia,Year: 2005,1,1788.8,3200.0,500,1260.92883370077,0.632,440,351,214,115,206,cluster_2
316,Country: South Africa,Year: 2005,1,1716.5,2304.0,384,5277.92545855196,0.614,2929,2602,1737,908,1423,cluster_2
317,Country: Finland,Year: 2005,1,1710.15,1824.0,304,38969.171631813,0.895,6162,3469,2054,1333,3245,cluster_2
318,Country: France,Year: 2006,12,99870.5,140127.2,28080,36443.6234414411,0.8740000000000001,37973,21541,16854,14072,20508,cluster_1
319,Country: India,Year: 2006,10,34162.36,61520.0,10908,792.025969759363,0.545,15326,15296,13330,8858,6462,cluster_1
320,Country: Italy,Year: 2006,8,39171.74,68663.68,12616,33410.7474398337,0.862,31328,19156,12563,8021,15948,cluster_1
321,Country: Canada,Year: 2006,8,37316.6,61905.6,11184,40386.6994835116,0.895,35532,20407,12744,7293,19418,cluster_1
322,Country: Spain,Year: 2006,7,91600.19999999997,137926.40000000002,15208,28482.6094833461,0.848,23532,14129,12206,7738,12574,cluster_1
323,Country: South Korea,Year: 2006,6,33715.3,49347.6,7764,20888.3801505326,0.862,15659,11556,13417,7739,7628,cluster_1
324,Country: Switzerland,Year: 2006,5,47682.0,60291.2,15388,57579.5019538093,0.912,14532,6698,4733,3141,8475,cluster_1
325,Country: Brazil,Year: 2006,4,13668.38,24871.88,3780,5860.145829417521,0.7020000000000001,10633,10928,10487,5146,4720,cluster_1
326,Country: Australia,Year: 2006,4,20670.9,30961.36,4888,36019.203051188,0.911,22730,14715,8742,4744,11921,cluster_1
327,Country: Saudi Arabia,Year: 2006,4,11965.7,24518.4,3936,15334.6699396085,0.777,734,981,560,381,291,cluster_1
328,Country: Malaysia,Year: 2006,3,12124.66,21160.0,3554,6222.9829548197495,0.737,962,1232,1162,921,423,cluster_1
329,Country: Norway,Year: 2006,3,17472.71,26956.8,3008,74114.697150083,0.936,5697,2971,2191,1080,2974,cluster_1
330,Country: Russian Federation,Year: 2006,2,9704.53,15874.4,2460,6920.194397836079,0.759,7035,5663,10324,16453,3451,cluster_1
331,Country: Israel,Year: 2006,2,7510.0,16224.0,2584,21827.8231724236,0.872,8225,4881,3008,1403,4550,cluster_1
332,Country: Netherlands,Year: 2006,2,31113.5,40960.0,13312,44453.97119462121,0.897,20862,9617,5889,3615,12062,cluster_1
333,Country: Singapore,Year: 2006,2,6324.3,7827.2,1168,33579.8594757016,0.871,5220,2999,2064,1303,2877,cluster_1
334,Country: South Africa,Year: 2006,2,5696.0,10752.0,3072,5506.196503014648,0.616,3162,2847,2085,1110,1577,cluster_1
335,Country: Taiwan,Year: 2006,2,5534.6,9900.8,1768,,,12666,7820,6038,3638,6438,cluster_1
336,Country: Mexico,Year: 2006,1,5090.0,7072.0,1360,8859.71535391932,0.736,4319,3115,3128,2663,2029,cluster_1
337,Country: Sweden,Year: 2006,1,4999.0,6025.0,886,46256.4716010495,0.902,13728,7158,3777,2385,7312,cluster_1
338,Country: United Arab Emirates,Year: 2006,1,4713.0,5734.0,2048,42372.2216623658,0.83,428,371,271,152,188,cluster_1
339,Country: Belgium,Year: 2006,1,4492.8,8320.0,1300,38852.3729277437,0.8959999999999999,10210,5446,3759,2595,5630,cluster_1
340,Country: Finland,Year: 2006,1,8200.2,10649.0,2048,41120.6765061581,0.899,6710,3676,2176,1392,3550,cluster_1
341,Country: New Zealand,Year: 2006,1,3755.0,7200.0,1000,26671.3294177179,0.8909999999999999,4231,3211,1652,835,2187,cluster_1
342,Country: Turkey,Year: 2006,1,3288.1,5219.2,560,8034.60667553683,0.701,7199,8870,7043,3256,2765,cluster_1
343,Country: Ireland,Year: 2006,1,3142.0,4646.0,968,54306.9131006241,0.902,3529,2102,1538,857,1858,cluster_1
344,Country: Denmark,Year: 2006,1,2791.0,5324.8,1024,52026.9931124155,0.905,7576,3887,2509,976,4116,cluster_1
345,Country: Japan,Year: 2007,20,291118.05,405634.2,64218,35275.228431266696,0.88,46293,37496,27963,19094,23079,cluster_2
346,Country: France,Year: 2007,17,222555.22,342988.17,54548,41508.4326882318,0.8759999999999999,39858,21443,17428,14803,22180,cluster_2
347,Country: Taiwan,Year: 2007,11,102966.35,162821.0,14024,,,13800,8399,6050,3867,7296,cluster_2
348,Country: China,Year: 2007,10,87176.1,155855.9,22836,2695.36591709669,0.675,50214,49261,76322,63493,23620,cluster_2
349,Country: India,Year: 2007,9,194523.69,303651.5,34932,1018.16637300127,0.556,17277,16588,14576,9850,7509,cluster_2
350,Country: Spain,Year: 2007,9,137451.95,212224.6,24332,32709.4010383771,0.853,25670,15343,12945,8280,13794,cluster_2
351,Country: Sweden,Year: 2007,7,186176.5,278732.8,27720,53324.379372475596,0.905,14234,7532,3991,2420,7833,cluster_2
352,Country: Russian Federation,Year: 2007,7,82615.43,122755.8,11796,9101.25308480437,0.767,7134,5738,10765,16875,3632,cluster_2
353,Country: Switzerland,Year: 2007,7,74568.45999999999,102418.2,20368,63555.2374995504,0.915,15480,6943,4659,3248,9340,cluster_2
354,Country: Netherlands,Year: 2007,6,65154.2,91367.4,17864,51241.31561701661,0.904,22168,9908,5887,3423,12900,cluster_2
355,Country: Italy,Year: 2007,6,69111.58,172165.1,23040,37698.786648397596,0.866,33760,20786,13665,9213,17338,cluster_2
356,Country: Finland,Year: 2007,5,43986.90000000001,66294.0,7832,48288.549097818606,0.901,6971,3836,2308,1334,3782,cluster_2
357,Country: Canada,Year: 2007,5,32139.7,50182.60000000001,7178,44544.526800403895,0.897,37423,21523,13515,7728,20784,cluster_2
358,Country: Norway,Year: 2007,3,28238.71,79666.2,7616,85170.86216621571,0.938,6135,3393,2310,1124,3095,cluster_2
359,Country: Malaysia,Year: 2007,3,27693.98,52647.1,5448,7269.1711404201415,0.75,1248,1329,1281,1020,600,cluster_2
360,Country: Turkey,Year: 2007,2,13806.17,21575.0,2312,9709.72002232725,0.708,8048,9494,7615,3642,3328,cluster_2
361,Country: Egypt,Year: 2007,1,9949.0,24192.0,2016,1640.47606839651,0.65,1817,2031,1515,1013,771,cluster_2
362,Country: New Zealand,Year: 2007,1,9433.0,11468.8,4096,32510.082699939197,0.894,4550,3413,1795,826,2367,cluster_2
363,Country: Australia,Year: 2007,1,8974.0,9830.0,1536,40905.470893684505,0.915,24389,15195,8988,4795,12926,cluster_2
364,Country: Indonesia,Year: 2007,1,8021.0,12339.0,1928,1855.09391519178,0.642,489,411,255,119,222,cluster_2
365,Country: Luxembourg,Year: 2007,1,7776.1,13122.6,1408,106018.492790674,0.888,176,106,87,49,96,cluster_2
366,Country: Singapore,Year: 2007,1,7739.17,11945.0,1280,39223.5818748702,0.878,5412,2967,1837,1120,3205,cluster_2
367,Country: Belgium,Year: 2007,1,7596.8,12528.0,1044,44403.7668991523,0.899,11265,5974,4041,2515,6242,cluster_2
368,Country: South Korea,Year: 2007,1,15706.0,18442.0,1020,23060.707883671603,0.8690000000000001,17536,12547,14153,8000,8625,cluster_2
369,Country: Poland,Year: 2007,1,6356.15,15456.0,1288,11255.4366982999,0.8190000000000001,7362,7212,8088,6229,3248,cluster_2
370,Country: Brazil,Year: 2007,1,6210.0,9555.0,1024,7313.55777336115,0.705,11366,12063,11827,5835,5101,cluster_2
371,Country: Denmark,Year: 2007,1,5949.4,12563.2,2416,58487.0450116405,0.904,7921,3975,2622,1011,4363,cluster_2
372,Country: Japan,Year: 2008,17,522980.8,734926.3999999998,106984,39339.2975731826,0.8809999999999999,46154,36590,27913,19199,23694,cluster_2
373,Country: China,Year: 2008,15,520961.5999999999,844191.8,90400,3471.2480543115003,0.685,58156,56001,79292,67381,28848,cluster_2
374,Country: Italy,Year: 2008,11,182434.2,307439.9,35248,40640.183858169104,0.868,35413,21881,14092,8932,18236,cluster_2
375,Country: India,Year: 2008,8,259394.2,368501.2,37488,991.484630405176,0.564,18387,18042,16874,11702,8122,cluster_2
376,Country: Sweden,Year: 2008,8,274790.9,405047.4,39084,55746.8423811175,0.901,14443,7483,3874,2239,7988,cluster_2
377,Country: Russian Federation,Year: 2008,8,222968.1,285754.1,31840,11635.26037297,0.774,7274,5748,10633,17637,3609,cluster_2
378,Country: Poland,Year: 2008,6,116998.69999999998,172675.0,16600,14001.4468819804,0.8240000000000001,7729,7487,9128,7255,3369,cluster_2
379,Country: Spain,Year: 2008,6,153201.3,231953.2,26616,35579.3099338804,0.856,27711,16229,13845,8685,15072,cluster_2
380,Country: New Zealand,Year: 2008,4,109109.2,204800.0,20480,31287.7786475125,0.894,4790,3477,1923,915,2493,cluster_2
381,Country: Switzerland,Year: 2008,4,81565.0,109846.2,18160,72487.8459296849,0.917,16251,7306,5148,3110,9861,cluster_2
382,Country: Denmark,Year: 2008,3,46472.2,55585.2,5440,64322.0666441526,0.909,8371,4210,2805,1006,4683,cluster_2
383,Country: Netherlands,Year: 2008,3,111505.7,138752.0,27904,56928.820475680586,0.906,22924,10580,6473,3752,13297,cluster_2
384,Country: Norway,Year: 2008,2,72454.0,110984.5,11182,97007.9418918692,0.938,6538,3609,2246,1163,3323,cluster_2
385,Country: Canada,Year: 2008,2,70479.1,88953.6,6800,46596.3359912609,0.899,39359,22605,13924,7396,21621,cluster_2
386,Country: Belgium,Year: 2008,2,35432.0,58165.4,5552,48424.575596314695,0.899,11736,6418,4414,2701,6408,cluster_2
387,Country: Taiwan,Year: 2008,2,33592.0,48960.0,4080,,,15327,9384,6609,3575,8393,cluster_2
388,Country: Brazil,Year: 2008,2,31778.5,53355.4,5008,8787.61065756604,0.716,12581,13791,13694,6915,5583,cluster_2
389,Country: Ireland,Year: 2008,1,25110.0,28672.0,2560,61257.896890275595,0.908,4382,2567,1736,900,2341,cluster_2
390,Country: Israel,Year: 2008,1,24670.0,61152.0,5096,29531.5721632187,0.88,8780,5043,3066,1471,5011,cluster_2
391,Country: Bulgaria,Year: 2008,1,23415.0,27850.0,8192,7261.7544920027685,0.7709999999999999,1011,917,1126,749,433,cluster_2
392,Country: South Africa,Year: 2008,1,23415.0,27850.0,8192,5695.05786031968,0.633,3913,3317,2394,1292,1974,cluster_2
393,Country: Australia,Year: 2008,1,21905.7,40960.0,4096,49535.257873776914,0.92,26946,16280,9998,5152,14497,cluster_2
394,Country: Malaysia,Year: 2008,1,20442.4,38223.9,4096,8513.6295414071,0.7609999999999999,1408,1848,1852,1461,723,cluster_2
395,Country: Finland,Year: 2008,1,76510.0,99507.0,10816,53401.314872519804,0.904,7223,3945,2345,1283,3892,cluster_2
396,Country: Mexico,Year: 2008,1,18480.0,25440.0,2120,9765.71680588736,0.742,4798,3789,3722,2893,2284,cluster_2
397,Country: South Korea,Year: 2008,1,16990.0,24576.0,3072,20430.6394600807,0.8740000000000001,19362,14756,13314,5891,9632,cluster_2
398,Country: Slovenia,Year: 2008,1,36752.5,49152.0,4096,27501.8102703687,0.878,1567,1368,1177,751,767,cluster_2
399,Country: Japan,Year: 2009,16,994211.0,1308591.6,125320,40855.1756354596,0.88,46230,36371,30778,21591,24427,cluster_2
400,Country: Canada,Year: 2009,9,439783.0,661944.8,60340,40773.4543637445,0.899,41681,24002,15050,8205,23306,cluster_2
401,Country: Russian Federation,Year: 2009,8,646245.5,822671.6,77992,8562.809598423979,0.7709999999999999,7149,6057,10553,19047,3702,cluster_2
402,Country: New Zealand,Year: 2009,8,233222.0,422649.6,40688,28201.2322839936,0.898,4972,3586,2131,1161,2639,cluster_2
403,Country: Austria,Year: 2009,8,219920.3,266644.3,23222,47963.1794023217,0.8859999999999999,7773,4841,3706,2713,4279,cluster_2
404,Country: Sweden,Year: 2009,7,300733.5000000001,423616.4,39500,46207.0592032962,0.899,15192,7986,4334,2540,8522,cluster_2
405,Country: Italy,Year: 2009,6,200688.7,272839.7,21968,36976.8455340664,0.868,37385,22664,14615,10510,19608,cluster_2
406,Country: Spain,Year: 2009,6,205897.2,310011.6,32992,32334.0054777912,0.858,29994,17226,15016,10496,16496,cluster_2
407,Country: Switzerland,Year: 2009,5,346885.0,417933.0,52360,69927.4687701171,0.927,17450,7613,5268,3327,10778,cluster_2
408,Country: Saudi Arabia,Year: 2009,4,310864.9,370283.0,77920,16094.2930975756,0.7959999999999999,1178,1420,1114,733,574,cluster_2
409,Country: India,Year: 2009,3,199257.1,279701.8,23416,1090.3177645434,0.57,19766,19626,20098,13493,8725,cluster_2
410,Country: Netherlands,Year: 2009,3,110652.7,155970.2,21336,51900.340094845305,0.906,25292,11326,7012,4251,14810,cluster_2
411,Country: Poland,Year: 2009,3,81391.5,130531.0,13416,11527.5932279825,0.828,8177,7675,9097,7864,3654,cluster_2
412,Country: Israel,Year: 2009,2,49340.0,148373.6,13272,27709.1175378506,0.882,8663,5131,3109,1481,4942,cluster_2
413,Country: Norway,Year: 2009,2,72454.0,110984.5,11182,80067.1766382996,0.938,7092,3990,3056,1464,3672,cluster_2
414,Country: Finland,Year: 2009,2,103047.2,151547.4,14584,47107.155709070496,0.899,7441,4250,2597,1484,4111,cluster_2
415,Country: South Korea,Year: 2009,2,298170.0,338159.0,27768,18291.9195978633,0.8690000000000001,21531,16196,14241,6237,10557,cluster_2
416,Country: Australia,Year: 2009,1,21905.7,40960.0,4096,42709.8033034787,0.921,29561,17682,10995,6021,15951,cluster_2
417,Country: Belgium,Year: 2009,1,22731.0,42485.4,3984,44880.57301962269,0.899,12683,6519,4656,2902,7226,cluster_2
418,Country: Singapore,Year: 2009,1,23482.0,28128.0,2400,38577.5582156126,0.884,6483,3386,2186,1245,3990,cluster_2
419,Country: Bulgaria,Year: 2009,1,23862.0,27850.0,8192,6969.558556683571,0.774,1033,874,1331,974,459,cluster_2
420,Country: Hong Kong,Year: 2009,1,32325.0,56672.0,5600,30697.340383517003,0.898,6880,3855,2334,1324,3903,cluster_2
421,Country: Ireland,Year: 2009,1,25110.0,28672.0,2560,52104.034723116914,0.906,4975,2805,1975,1032,2705,cluster_2
422,Country: South Africa,Year: 2009,1,25440.0,30860.8,2624,5831.1155741887915,0.642,4165,3597,2736,1653,2173,cluster_2
423,Country: Slovenia,Year: 2009,1,36752.5,49152.0,4096,24633.7978523083,0.878,1678,1365,1317,782,838,cluster_2
424,Country: Brazil,Year: 2009,1,64630.0,72396.8,6464,8553.381368256949,0.718,13501,14559,15115,8235,6154,cluster_2
425,Country: Malaysia,Year: 2009,1,20442.4,38223.9,4096,7326.744434864591,0.765,2156,2489,2915,2328,1130,cluster_2
426,Country: Russian Federation,Year: 2010,11,867729.7,1143792.7,102184,10674.987707365,0.78,6997,5793,11302,19646,3556,cluster_2
427,Country: Canada,Year: 2010,6,422401.2,629706.9,56836,47447.4760241936,0.902,42502,24590,15630,8582,23707,cluster_2
428,Country: Italy,Year: 2010,6,254075.8,336456.49999999994,27680,35849.3731979401,0.87,37988,23471,15735,10575,19503,cluster_2
429,Country: Poland,Year: 2010,6,285440.5,398080.2,39480,12599.5335818707,0.835,8474,7799,9565,8618,3724,cluster_2
430,Country: Sweden,Year: 2010,6,367030.0,476086.7,50488,52076.2559134864,0.905,15809,8141,4402,2845,8938,cluster_2
